Full Drug Name,Drug,Public/Private,Unit/MPR,MSH,Country,Year,Month,Price
Simvastatin 20 mg cap/tab,Simvastatin,Public,MPR,MSH2012,Lao PDR,2013,November,6.48
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Lao PDR,2013,November,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Lao PDR,2013,November,0.053
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,Unit,,Lao PDR,2013,November,0.063
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,Unit,,Lao PDR,2013,November,0.063
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Lao PDR,2013,November,0.044
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,Lao PDR,2013,November,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,Lao PDR,2013,November,1.26
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,Lao PDR,2013,November,1.507
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Lao PDR,2013,November,0.063
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Lao PDR,2013,November,0.088
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Lao PDR,2013,November,0.015
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,Lao PDR,2013,November,0.013
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Lao PDR,2013,November,0.063
Diazepam 5 mg cap/tab,Diazepam,Public,Unit,,Lao PDR,2013,November,0.063
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Lao PDR,2013,November,0.025
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Lao PDR,2013,November,0.019
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Lao PDR,2013,November,0.038
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Lao PDR,2013,November,0.016
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Lao PDR,2013,November,0.076
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,Lao PDR,2013,November,0.088
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,Unit,,Lao PDR,2013,November,0.011
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,Unit,,Lao PDR,2013,November,0.011
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Lao PDR,2013,November,NO DATA
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Lao PDR,2013,November,NO DATA
Simvastatin 20 mg cap/tab,Simvastatin,Private,Unit,,Lao PDR,2013,November,0.107
Simvastatin 20 mg cap/tab,Simvastatin,Public,Unit,,Lao PDR,2013,November,0.163
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2012,Lebanon,2013,July,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2012,Lebanon,2013,July,free
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2012,Lebanon,2013,July,7.72
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2012,Lebanon,2013,July,free
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2012,Lebanon,2013,July,7.63
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2012,Lebanon,2013,July,free
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2012,Lebanon,2013,July,NO DATA
Diazepam 5 mg cap/tab,Diazepam,Public,MPR,MSH2012,Lebanon,2013,July,NO DATA
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2012,Lebanon,2013,July,24.13
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2012,Lebanon,2013,July,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2012,Lebanon,2013,July,9.48
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2012,Lebanon,2013,July,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2012,Lebanon,2013,July,18.15
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2012,Lebanon,2013,July,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2012,Lebanon,2013,July,2.01
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2012,Lebanon,2013,July,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,MPR,MSH2012,Lebanon,2013,July,6.52
Simvastatin 20 mg cap/tab,Simvastatin,Public,MPR,MSH2012,Lebanon,2013,July,free
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Lebanon,2013,July,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Lebanon,2013,July,free
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Lebanon,2013,July,0.082
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,Lebanon,2013,July,free
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Lebanon,2013,July,0.165
Captopril 25 mg cap/tab,Captopril,Public,Unit,,Lebanon,2013,July,free
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Lebanon,2013,July,NO DATA
Diazepam 5 mg cap/tab,Diazepam,Public,Unit,,Lebanon,2013,July,NO DATA
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Lebanon,2013,July,0.157
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Lebanon,2013,July,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Lebanon,2013,July,0.04
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Lebanon,2013,July,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Lebanon,2013,July,0.439
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,Lebanon,2013,July,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Lebanon,2013,July,0.023
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Lebanon,2013,July,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,Unit,,Lebanon,2013,July,0.164
Simvastatin 20 mg cap/tab,Simvastatin,Public,Unit,,Lebanon,2013,July,free
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2003,Malaysia,2004,October,6.89
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2003,Malaysia,2004,October,free
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2003,Malaysia,2004,October,9.57
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2003,Malaysia,2004,October,free
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2003,Malaysia,2004,October,7.44
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2003,Malaysia,2004,October,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2003,Malaysia,2004,October,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,MPR,MSH2003,Malaysia,2004,October,NO DATA
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2003,Malaysia,2004,October,16.46
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2003,Malaysia,2004,October,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2003,Malaysia,2004,October,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,MPR,MSH2003,Malaysia,2004,October,free
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2003,Malaysia,2004,October,NO DATA
Diazepam 5 mg cap/tab,Diazepam,Public,MPR,MSH2003,Malaysia,2004,October,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2003,Malaysia,2004,October,6.38
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2003,Malaysia,2004,October,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2003,Malaysia,2004,October,2.54
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2003,Malaysia,2004,October,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2003,Malaysia,2004,October,1.48
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2003,Malaysia,2004,October,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,MPR,MSH2003,Malaysia,2004,October,3.78
Simvastatin 20 mg cap/tab,Simvastatin,Public,MPR,MSH2003,Malaysia,2004,October,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Malaysia,2004,October,0.052
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Malaysia,2004,October,free
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Malaysia,2004,October,0.089
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,Malaysia,2004,October,free
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Malaysia,2004,October,0.196
Captopril 25 mg cap/tab,Captopril,Public,Unit,,Malaysia,2004,October,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,Malaysia,2004,October,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,Malaysia,2004,October,NO DATA
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Malaysia,2004,October,0.523
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Malaysia,2004,October,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Malaysia,2004,October,NO DATA
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,Malaysia,2004,October,free
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Malaysia,2004,October,NO DATA
Diazepam 5 mg cap/tab,Diazepam,Public,Unit,,Malaysia,2004,October,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Malaysia,2004,October,0.026
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Malaysia,2004,October,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Malaysia,2004,October,0.498
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,Malaysia,2004,October,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Malaysia,2004,October,0.014
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Malaysia,2004,October,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,Unit,,Malaysia,2004,October,0.314
Simvastatin 20 mg cap/tab,Simvastatin,Public,Unit,,Malaysia,2004,October,NO DATA
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,MPR,MSH2003,Mali,2004,March,3.9
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,MPR,MSH2003,Mali,2004,March,1.77
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2003,Mali,2004,March,5.91
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2003,Mali,2004,March,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2003,Mali,2004,March,4.65
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,MPR,MSH2003,Mali,2004,March,1.29
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2003,Mali,2004,March,15.54
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2003,Mali,2004,March,13.33
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2003,Mali,2004,March,3.59
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,MPR,MSH2003,Mali,2004,March,1.81
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2003,Mali,2004,March,12.06
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2003,Mali,2004,March,2.77
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2003,Mali,2004,March,21.03
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2003,Mali,2004,March,NO DATA
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2003,Mali,2004,March,2.22
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2003,Mali,2004,March,NO DATA
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,Unit,,Mali,2004,March,0.146
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,Unit,,Mali,2004,March,0.066
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Mali,2004,March,0.156
Captopril 25 mg cap/tab,Captopril,Public,Unit,,Mali,2004,March,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,Mali,2004,March,11.89
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,Mali,2004,March,3.299
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Mali,2004,March,0.494
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Mali,2004,March,0.424
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Mali,2004,March,0.013
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,Mali,2004,March,0.007
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Mali,2004,March,0.059
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Mali,2004,March,0.014
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Mali,2004,March,0.086
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Mali,2004,March,NO DATA
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Mali,2004,March,0.022
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Mali,2004,March,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2007,Mauritius,2008,August,14.08
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2007,Mauritius,2008,August,free
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,MPR,MSH2007,Mauritius,2008,August,6.71
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,MPR,MSH2007,Mauritius,2008,August,free
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2007,Mauritius,2008,August,5.69
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2007,Mauritius,2008,August,free
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2007,Mauritius,2008,August,3.99
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2007,Mauritius,2008,August,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2007,Mauritius,2008,August,13.05
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,MPR,MSH2007,Mauritius,2008,August,free
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2007,Mauritius,2008,August,10.55
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2007,Mauritius,2008,August,free
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2007,Mauritius,2008,August,10.16
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,MPR,MSH2007,Mauritius,2008,August,free
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2007,Mauritius,2008,August,NO DATA
Diazepam 5 mg cap/tab,Diazepam,Public,MPR,MSH2007,Mauritius,2008,August,free
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2007,Mauritius,2008,August,9.55
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2007,Mauritius,2008,August,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2007,Mauritius,2008,August,19.27
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2007,Mauritius,2008,August,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2007,Mauritius,2008,August,5.74
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2007,Mauritius,2008,August,free
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,MPR,MSH2007,Mauritius,2008,August,3.91
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,MPR,MSH2007,Mauritius,2008,August,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2007,Mauritius,2008,August,1.61
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2007,Mauritius,2008,August,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,MPR,MSH2007,Mauritius,2008,August,7.04
Simvastatin 20 mg cap/tab,Simvastatin,Public,MPR,MSH2007,Mauritius,2008,August,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Mauritius,2008,August,0.096
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Mauritius,2008,August,free
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,Unit,,Mauritius,2008,August,0.314
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,Unit,,Mauritius,2008,August,free
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Mauritius,2008,August,0.092
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,Mauritius,2008,August,free
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Mauritius,2008,August,0.075
Captopril 25 mg cap/tab,Captopril,Public,Unit,,Mauritius,2008,August,NO DATA
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,Mauritius,2008,August,11.8
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,Mauritius,2008,August,free
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Mauritius,2008,August,0.338
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Mauritius,2008,August,free
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,Mauritius,2008,August,0.041
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,Mauritius,2008,August,free
Diazepam 5 mg cap/tab,Diazepam,Private,Unit,,Mauritius,2008,August,NO DATA
Diazepam 5 mg cap/tab,Diazepam,Public,Unit,,Mauritius,2008,August,free
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,Mauritius,2008,August,0.043
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,Mauritius,2008,August,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,Mauritius,2008,August,0.073
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,Mauritius,2008,August,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,Mauritius,2008,August,0.244
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,Mauritius,2008,August,free
Paracetamol 120 mg/5ml suspension,Paracetamol,Private,Unit,,Mauritius,2008,August,0.015
Paracetamol 120 mg/5ml suspension,Paracetamol,Public,Unit,,Mauritius,2008,August,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,Mauritius,2008,August,0.015
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,Mauritius,2008,August,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,Unit,,Mauritius,2008,August,0.287
Simvastatin 20 mg cap/tab,Simvastatin,Public,Unit,,Mauritius,2008,August,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,4.32
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,NO DATA
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,NO DATA
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,5.49
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,6.62
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,12.66
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,4.45
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,NO DATA
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,5.18
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,9.3
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,2.09
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,MPR,MSH2008,"Mexico, Mexico City",2009,December,NO DATA
Simvastatin 20 mg cap/tab,Simvastatin,Public,MPR,MSH2008,"Mexico, Mexico City",2009,December,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,"Mexico, Mexico City",2009,December,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,"Mexico, Mexico City",2009,December,free
Amoxicillin 500 mg cap/tab,Amoxicillin,Private,Unit,,"Mexico, Mexico City",2009,December,0.194
Amoxicillin 500 mg cap/tab,Amoxicillin,Public,Unit,,"Mexico, Mexico City",2009,December,free
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,"Mexico, Mexico City",2009,December,NO DATA
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,"Mexico, Mexico City",2009,December,NO DATA
Captopril 25 mg cap/tab,Captopril,Private,Unit,,"Mexico, Mexico City",2009,December,0.077
Captopril 25 mg cap/tab,Captopril,Public,Unit,,"Mexico, Mexico City",2009,December,free
Ceftriaxone 1 g/vial injection,Ceftriaxone,Private,Unit,,"Mexico, Mexico City",2009,December,5.052
Ceftriaxone 1 g/vial injection,Ceftriaxone,Public,Unit,,"Mexico, Mexico City",2009,December,free
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,"Mexico, Mexico City",2009,December,0.471
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,"Mexico, Mexico City",2009,December,free
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Private,Unit,,"Mexico, Mexico City",2009,December,0.018
Co-trimoxazole 40+200 mg/5ml suspension,Co-trimoxazole,Public,Unit,,"Mexico, Mexico City",2009,December,free
Diclofenac 50 mg cap/tab,Diclofenac,Private,Unit,,"Mexico, Mexico City",2009,December,NO DATA
Diclofenac 50 mg cap/tab,Diclofenac,Public,Unit,,"Mexico, Mexico City",2009,December,free
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,Unit,,"Mexico, Mexico City",2009,December,0.023
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,Unit,,"Mexico, Mexico City",2009,December,free
Omeprazole 20 mg cap/tab,Omeprazole,Private,Unit,,"Mexico, Mexico City",2009,December,0.305
Omeprazole 20 mg cap/tab,Omeprazole,Public,Unit,,"Mexico, Mexico City",2009,December,free
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,Unit,,"Mexico, Mexico City",2009,December,0.019
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,Unit,,"Mexico, Mexico City",2009,December,free
Simvastatin 20 mg cap/tab,Simvastatin,Private,Unit,,"Mexico, Mexico City",2009,December,NO DATA
Simvastatin 20 mg cap/tab,Simvastatin,Public,Unit,,"Mexico, Mexico City",2009,December,NO DATA
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,MPR,MSH2010,Moldova,2011,September,6.39
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,MPR,MSH2010,Moldova,2011,September,6.2
Atenolol 50 mg cap/tab,Atenolol,Private,MPR,MSH2010,Moldova,2011,September,5.44
Atenolol 50 mg cap/tab,Atenolol,Public,MPR,MSH2010,Moldova,2011,September,5.22
Captopril 25 mg cap/tab,Captopril,Private,MPR,MSH2010,Moldova,2011,September,2.96
Captopril 25 mg cap/tab,Captopril,Public,MPR,MSH2010,Moldova,2011,September,2.9
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,MPR,MSH2010,Moldova,2011,September,6.23
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,MPR,MSH2010,Moldova,2011,September,6.03
Diazepam 5 mg cap/tab,Diazepam,Private,MPR,MSH2010,Moldova,2011,September,5.28
Diazepam 5 mg cap/tab,Diazepam,Public,MPR,MSH2010,Moldova,2011,September,4.94
Diclofenac 50 mg cap/tab,Diclofenac,Private,MPR,MSH2010,Moldova,2011,September,9.55
Diclofenac 50 mg cap/tab,Diclofenac,Public,MPR,MSH2010,Moldova,2011,September,9
Glibenclamide 5 mg cap/tab,Glibenclamide,Private,MPR,MSH2010,Moldova,2011,September,6.48
Glibenclamide 5 mg cap/tab,Glibenclamide,Public,MPR,MSH2010,Moldova,2011,September,7.71
Omeprazole 20 mg cap/tab,Omeprazole,Private,MPR,MSH2010,Moldova,2011,September,3.3
Omeprazole 20 mg cap/tab,Omeprazole,Public,MPR,MSH2010,Moldova,2011,September,3.23
Salbutamol 100 mcg/dose inhaler,Salbutamol,Private,MPR,MSH2010,Moldova,2011,September,2.28
Salbutamol 100 mcg/dose inhaler,Salbutamol,Public,MPR,MSH2010,Moldova,2011,September,2.16
Simvastatin 20 mg cap/tab,Simvastatin,Private,MPR,MSH2010,Moldova,2011,September,6.25
Simvastatin 20 mg cap/tab,Simvastatin,Public,MPR,MSH2010,Moldova,2011,September,8.12
Amitriptyline 25 mg cap/tab,Amitriptyline,Private,Unit,,Moldova,2011,September,0.049
Amitriptyline 25 mg cap/tab,Amitriptyline,Public,Unit,,Moldova,2011,September,0.047
Atenolol 50 mg cap/tab,Atenolol,Private,Unit,,Moldova,2011,September,0.052
Atenolol 50 mg cap/tab,Atenolol,Public,Unit,,Moldova,2011,September,0.05
Captopril 25 mg cap/tab,Captopril,Private,Unit,,Moldova,2011,September,0.036
Captopril 25 mg cap/tab,Captopril,Public,Unit,,Moldova,2011,September,0.035
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Private,Unit,,Moldova,2011,September,0.191
Ciprofloxacin 500 mg cap/tab,Ciprofloxacin,Public,Unit,,Moldova,2011,September,0.185
